title,journal,year,cites,type,doi,pmid,pmcid,isOA,facets,key,Titin domain architecture (Ig/Fn3),Titin elasticity & PEVK spring,Z-disc / Z-band,M-band / M-line,Thick filament / myosin,Thin filament / actin-tropomyosin,Sarcomere lattice & mechanics,Cryo-EM / structural biology,Titin signaling / kinase / N2B-N2A,Cardiac disease / cardiomyopathy,Skeletal muscle disease / myopathy,Phosphorylation / PTM,Isoforms & splicing
Titin-Based Cardiac Myocyte Stiffening Contributes to Early Adaptive Ventricular Remodeling After Myocardial Infarction.,Circulation research,2016,39,,10.1161/circresaha.116.309685,27650557.0,,N,['titin_general'],10.1161/circresaha.116.309685,False,True,False,False,False,False,True,False,False,False,False,True,False
Titin kinase ubiquitination aligns autophagy receptors with mechanical signals in the sarcomere.,EMBO reports,2021,39,,10.15252/embr.201948018,34402565.0,PMC8490993,Y,['titin_general'],10.15252/embr.201948018,False,False,False,False,False,False,False,False,True,False,False,False,False
"Screening for lipoprotein receptor-related protein 4-, agrin-, and titin-antibodies and exploring the autoimmune spectrum in myasthenia gravis.",Journal of neurology,2017,39,,10.1007/s00415-017-8514-z,28516329.0,,N,['titin_general'],10.1007/s00415-017-8514-z,False,False,False,False,False,False,False,False,False,False,False,False,False
Titin and Nebulin in Thick and Thin Filament Length Regulation.,Sub-cellular biochemistry,2017,38,,10.1007/978-3-319-49674-0_10,28101866.0,,N,['titin_general'],10.1007/978-3-319-49674-0_10,False,False,False,False,True,True,False,False,False,False,False,False,False
C-type natriuretic peptide moderates titin-based cardiomyocyte stiffness.,JCI insight,2020,38,,10.1172/jci.insight.139910,33055420.0,PMC7710274,Y,"['titin_general', 'titin_mechanics']",10.1172/jci.insight.139910,False,False,False,False,False,False,True,False,False,True,False,True,True
The Frank-Starling Law: a jigsaw of titin proportions.,Biophysical reviews,2017,38,,10.1007/s12551-017-0272-8,28639137.0,PMC5498333,Y,['titin_general'],10.1007/s12551-017-0272-8,False,False,False,False,False,False,False,False,False,False,False,False,False
Dependence of thick filament structure in relaxed mammalian skeletal muscle on temperature and interfilament spacing.,The Journal of general physiology,2021,38,,10.1085/jgp.202012713,33416833.0,PMC7802359,Y,['thick_filament'],10.1085/jgp.202012713,False,False,False,False,True,True,False,True,False,False,False,False,False
Translocation of molecular chaperones to the titin springs is common in skeletal myopathy patients and affects sarcomere function.,Acta neuropathologica communications,2017,38,,10.1186/s40478-017-0474-0,28915917.0,PMC5603016,Y,['titin_general'],10.1186/s40478-017-0474-0,False,True,False,False,False,False,True,False,False,False,True,True,False
Detection of titin fragments in urine in response to exercise-induced muscle damage.,PloS one,2017,37,,10.1371/journal.pone.0181623,28727760.0,PMC5519174,Y,['titin_general'],10.1371/journal.pone.0181623,False,False,False,False,False,False,False,False,False,False,False,False,False
The Effect of the Wooden Breast Myopathy on Sarcomere Structure and Organization.,Avian diseases,2018,37,,10.1637/11766-110217-reg.1,29620464.0,,N,['sarcomere_architecture'],10.1637/11766-110217-reg.1,False,False,False,False,False,False,True,False,False,False,True,False,False
Residual force enhancement is regulated by titin in skeletal and cardiac myofibrils.,The Journal of physiology,2017,37,,10.1113/jp272983,28028799.0,,N,['titin_general'],10.1113/jp272983,False,False,False,False,False,False,True,False,False,False,False,False,True
Exercise-induced alterations and loss of sarcomeric M-line organization in the diaphragm muscle of obscurin knockout mice.,American journal of physiology. Cell physiology,2017,37,,10.1152/ajpcell.00098.2016,27784675.0,PMC5283896,N,['mband'],10.1152/ajpcell.00098.2016,False,False,False,True,False,False,False,False,False,False,False,False,False
Lessons from a tarantula: new insights into muscle thick filament and myosin interacting-heads motif structure and function.,Biophysical reviews,2017,36,,10.1007/s12551-017-0295-1,28871556.0,PMC5662037,N,['thick_filament'],10.1007/s12551-017-0295-1,False,False,False,False,True,False,False,True,False,False,False,True,False
Left Atrial structure and function in hypertrophic cardiomyopathy sarcomere mutation carriers with and without left ventricular hypertrophy.,Journal of cardiovascular magnetic resonance : official journal of the Society for Cardiovascular Magnetic Resonance,2017,36,,10.1186/s12968-017-0420-0,29284499.0,PMC5745877,Y,['sarcomere_architecture'],10.1186/s12968-017-0420-0,False,False,False,False,False,False,False,False,False,True,True,False,False
F-actin architecture determines constraints on myosin thick filament motion.,Nature communications,2022,36,,10.1038/s41467-022-34715-6,36385016.0,PMC9669029,Y,['thick_filament'],10.1038/s41467-022-34715-6,False,False,False,False,True,False,False,False,False,False,False,False,False
Effects of activation on the elastic properties of intact soleus muscles with a deletion in titin.,The Journal of experimental biology,2017,35,,10.1242/jeb.139717,27994045.0,,N,['titin_general'],10.1242/jeb.139717,False,False,False,False,False,True,True,False,True,False,False,False,False
Inhibition of miR-208b improves cardiac function in titin-based dilated cardiomyopathy.,International journal of cardiology,2017,35,,10.1016/j.ijcard.2016.12.171,28065693.0,,N,['titin_general'],10.1016/j.ijcard.2016.12.171,False,False,False,False,False,False,False,False,False,True,True,False,False
Dramatic elevation in urinary amino terminal titin fragment excretion quantified by immunoassay in Duchenne muscular dystrophy patients and in dystrophin deficient rodents.,Neuromuscular disorders : NMD,2017,35,,10.1016/j.nmd.2017.05.009,28554556.0,,N,['titin_general'],10.1016/j.nmd.2017.05.009,False,False,False,False,False,True,False,False,False,False,True,False,False
Alternative Splicing of Titin Restores Diastolic Function in an HFpEF-Like Genetic Murine Model (TtnΔIAjxn).,Circulation research,2016,35,,10.1161/circresaha.116.308904,27470639.0,PMC5059842,N,['titin_general'],10.1161/circresaha.116.308904,False,False,False,False,False,False,False,False,True,True,False,True,True
Molecular basis of titin exon exclusion by RBM20 and the novel titin splice regulator PTB4.,Nucleic acids research,2018,34,,10.1093/nar/gky165,29518215.0,PMC6007684,Y,['titin_general'],10.1093/nar/gky165,False,False,False,False,False,False,False,False,False,False,False,False,True
CAPN3-mediated processing of C-terminal titin replaced by pathological cleavage in titinopathy.,Human molecular genetics,2015,34,,10.1093/hmg/ddv116,25877298.0,,N,['titin_general'],10.1093/hmg/ddv116,False,False,False,True,False,False,False,False,False,False,True,False,False
"RBM20, a potential target for treatment of cardiomyopathy via titin isoform switching.",Biophysical reviews,2018,33,,10.1007/s12551-017-0267-5,28577155.0,PMC5803173,N,['titin_general'],10.1007/s12551-017-0267-5,False,False,False,False,False,False,False,False,False,True,True,True,True
Association of Titin Variations With Late-Onset Dilated Cardiomyopathy.,JAMA cardiology,2022,33,,10.1001/jamacardio.2021.5890,35138330.0,PMC8829739,N,['titin_general'],10.1001/jamacardio.2021.5890,False,False,False,False,False,False,False,False,False,True,True,False,False
Splicing Factor RBM20 Regulates Transcriptional Network of Titin Associated and Calcium Handling Genes in The Heart.,International journal of biological sciences,2018,33,,10.7150/ijbs.24117,29725258.0,PMC5930469,Y,['titin_general'],10.7150/ijbs.24117,False,False,False,False,False,False,False,False,False,True,True,False,True
Effects of a titin mutation on force enhancement and force depression in mouse soleus muscles.,The Journal of experimental biology,2020,32,,10.1242/jeb.197038,31862847.0,,N,['titin_general'],10.1242/jeb.197038,False,True,False,False,False,False,True,False,True,False,True,False,False
Molecular Characterisation of Titin N2A and Its Binding of CARP Reveals a Titin/Actin Cross-linking Mechanism.,Journal of molecular biology,2021,32,,10.1016/j.jmb.2021.166901,33647290.0,PMC8052292,N,['titin_general'],10.1016/j.jmb.2021.166901,True,False,False,False,False,False,False,False,True,False,False,False,False
Influence of V54M mutation in giant muscle protein titin: a computational screening and molecular dynamics approach.,Journal of biomolecular structure & dynamics,2017,32,,10.1080/07391102.2016.1166456,27125723.0,,N,['titin_general'],10.1080/07391102.2016.1166456,False,False,True,False,False,True,False,True,False,True,True,False,False
Talin1 is required for cardiac Z-disk stabilization and endothelial integrity in zebrafish.,FASEB journal : official publication of the Federation of American Societies for Experimental Biology,2015,32,,10.1096/fj.15-273409,26310270.0,PMC4653057,N,['zdisc'],10.1096/fj.15-273409,False,False,True,False,False,False,False,False,False,True,False,False,False
"Zasp52, a Core Z-disc Protein in Drosophila Indirect Flight Muscles, Interacts with α-Actinin via an Extended PDZ Domain.",PLoS genetics,2016,32,,10.1371/journal.pgen.1006400,27783625.0,PMC5081203,Y,['zdisc'],10.1371/journal.pgen.1006400,False,False,True,False,False,True,False,False,False,False,False,False,False
Recovery of Cardiac Function in Cardiomyopathy Caused by Titin Truncation.,JAMA cardiology,2016,32,,10.1001/jamacardio.2016.0208,27437901.0,PMC6394809,N,['titin_general'],10.1001/jamacardio.2016.0208,False,False,False,False,False,False,False,False,False,True,True,False,False
Titin fragment in urine: A noninvasive biomarker of muscle degradation.,Advances in clinical chemistry,2019,32,,10.1016/bs.acc.2019.01.001,31122607.0,,N,['titin_general'],10.1016/bs.acc.2019.01.001,False,False,False,False,False,False,False,False,False,True,True,False,False
A multi-scale continuum model of skeletal muscle mechanics predicting force enhancement based on actin-titin interaction.,Biomechanics and modeling in mechanobiology,2016,32,,10.1007/s10237-016-0772-7,26935301.0,,N,"['titin_general', 'titin_mechanics']",10.1007/s10237-016-0772-7,False,False,False,False,False,True,False,False,False,False,False,False,False
Differences in titin segmental elongation between passive and active stretch in skeletal muscle.,The Journal of experimental biology,2017,32,,10.1242/jeb.160762,28970245.0,,N,['titin_general'],10.1242/jeb.160762,False,True,False,False,False,False,False,False,False,False,False,False,False
Exon- and contraction-dependent functions of titin in sarcomere assembly.,"Development (Cambridge, England)",2016,32,,10.1242/dev.139246,27836965.0,PMC5201027,N,['titin_general'],10.1242/dev.139246,False,False,False,False,False,False,False,False,False,True,True,False,False
Mitochondrial network configuration influences sarcomere and myosin filament structure in striated muscles.,Nature communications,2022,32,,10.1038/s41467-022-33678-y,36229433.0,PMC9561657,Y,['sarcomere_architecture'],10.1038/s41467-022-33678-y,False,False,True,False,True,False,True,False,False,False,False,False,False
Nebulin and titin modulate cross-bridge cycling and length-dependent calcium sensitivity.,The Journal of general physiology,2019,31,,10.1085/jgp.201812165,30948421.0,PMC6504291,Y,['titin_general'],10.1085/jgp.201812165,False,False,False,False,False,True,True,False,False,False,False,False,False
"A Reliable Targeted Next-Generation Sequencing Strategy for Diagnosis of Myopathies and Muscular Dystrophies, Especially for the Giant Titin and Nebulin Genes.",The Journal of molecular diagnostics : JMD,2018,31,,10.1016/j.jmoldx.2018.04.001,29792937.0,,N,['titin_general'],10.1016/j.jmoldx.2018.04.001,False,False,False,False,False,False,False,False,False,False,True,False,False
"Urinary Titin Is a Novel Biomarker for Muscle Atrophy in Nonsurgical Critically Ill Patients: A Two-Center, Prospective Observational Study.",Critical care medicine,2020,31,,10.1097/ccm.0000000000004486,32706557.0,,N,['titin_general'],10.1097/ccm.0000000000004486,False,False,False,False,False,False,False,False,False,False,False,False,False
Titin stiffness modifies the force-generating region of muscle sarcomeres.,Scientific reports,2016,31,,10.1038/srep24492,27079135.0,PMC4832248,Y,"['titin_general', 'titin_mechanics']",10.1038/srep24492,False,True,False,False,False,False,True,False,True,False,False,False,False
Huxleys' Missing Filament: Form and Function of Titin in Vertebrate Striated Muscle.,Annual review of physiology,2017,31,,10.1146/annurev-physiol-022516-034152,27813826.0,,N,['titin_general'],10.1146/annurev-physiol-022516-034152,False,True,False,False,False,True,False,False,False,False,False,False,True
Muscle ankyrin repeat protein 1 (MARP1) locks titin to the sarcomeric thin filament and is a passive force regulator.,The Journal of general physiology,2021,31,,10.1085/jgp.202112925,34152365.0,PMC8222902,Y,['titin_general'],10.1085/jgp.202112925,False,True,False,False,False,True,True,False,True,False,False,False,False
Titin Circular RNAs Create a Back-Splice Motif Essential for SRSF10 Splicing.,Circulation,2021,30,,10.1161/circulationaha.120.050455,33583186.0,PMC8032209,N,['titin_general'],10.1161/circulationaha.120.050455,False,False,False,False,False,False,False,False,False,True,False,False,True
Depletion of m<sup>6</sup> A reader protein YTHDC1 induces dilated cardiomyopathy by abnormal splicing of Titin.,Journal of cellular and molecular medicine,2021,30,,10.1111/jcmm.16955,34716659.0,PMC8642692,Y,['titin_general'],10.1111/jcmm.16955,False,False,False,False,False,False,False,False,False,True,True,False,True
Titin-truncating mutations associated with dilated cardiomyopathy alter length-dependent activation and its modulation via phosphorylation.,Cardiovascular research,2022,30,,10.1093/cvr/cvaa316,33135063.0,PMC8752363,Y,['titin_general'],10.1093/cvr/cvaa316,False,False,True,False,True,True,False,False,False,True,True,True,True
Microbial production of megadalton titin yields fibers with advantageous mechanical properties.,Nature communications,2021,30,,10.1038/s41467-021-25360-6,34462443.0,PMC8405620,Y,['titin_general'],10.1038/s41467-021-25360-6,False,False,False,False,False,False,False,False,False,False,False,False,False
